Month,keyword,count,tweets
3'21,register,8,"['SCCSAD Communications Committee members Danny Ledezma (Harvey Mudd) and Mary Anne Rose (CSULB) want you to know that this conference is a great way to connect with other student affairs professionals who support college students! Be sure to register today! https://t.co/Fjle7zJ6uY', 'The Claremont Colleges -- Claremont McKenna, Harvey Mudd, Pitzer, Pomona, and Scripps Colleges--known as the 5Cs--will be hosting a panel with current students Saturday, March 20, 2021 from 10-11 am. Learn more about life at the 5Cs and register here: https://t.co/hiOqVJqmQK https://t.co/Qnlw7gDMfG']"
3'21,first,8,"['Introduce a lesson on the history of technology with this eBook that goes over the accomplishments of Maria Klawe, who is the first female president of Harvey Mudd College. https://t.co/qzDkpso8Lp', ""@Google @Yahoo @atari @NASA @WOCstarFund @IBM @harveymudd @Microsoft @AnitaB_org @systers_org Jeanette Scissum was the first African American mathematician to be employed with @NASA's Marshall Space Flight Center. While employed there, she wrote a computer program to predict where the Apollo lunar module would land. #coding #WomenInScience #WomensHistoryMonth https://t.co/efFNBaTzWH"", 'Park League of Legends makes program history by winning their first ever round in the CLOL Teemo Cup! \nPark moves forward to Round 2 in the CLOL Teemo Cup after a 2-1 victory over Harvey Mudd College.\nCatch them same time, same place next week to see if we can continue the wins! https://t.co/dpYq7OO1cb', '@harveymudd Problem for HS students - first session overlaps too much with the HS Academic year, and 2nd Session has fewer courses offered :(', ""Jennie Rhine '61, the first and only woman in the Class of 1961, is a pioneer who paved the way for women at Harvey Mudd. We think she'd be proud of the College's progress; women now represent 50% of the student body. Read her story: https://t.co/MzEW9qABIo #WomensHistoryMonth https://t.co/qmWfdRHD1H"", ""We're joining organizations around the world to highlight key women during #WomensHistoryMonth. Mildred Mudd, HMC co-founder &amp; first board chair, helped give the College a strong start: an excellent faculty and student body, and crucial nationwide recognition and support. https://t.co/etyjo1cGZ1""]"
3'21,affairs,8,"['Anna Gonzalez, vice president for student affairs and dean of students, will end her time with @HarveyMudd College by the end of the 2020-21 academic year, HMC President Maria Klawe announced in an email to students March 19.', '""We could not be more pleased to have attracted a talented leader like Anna.""\n\nWashU is excited to welcome Anna Gonzalez, vice president for student affairs and dean of students at Harvey Mudd College, as our new vice chancellor for student affairs. https://t.co/V0wkZIkg8Z', 'Welcome, Dr. G! Anna Gonzalez, vice president for student affairs and dean of students at Harvey Mudd College, has been appointed vice chancellor for student affairs at Washington University, effective July 1. https://t.co/WULx7m4Bed', 'SCCSAD Communications Committee members Danny Ledezma (Harvey Mudd) and Mary Anne Rose (CSULB) want you to know that this conference is a great way to connect with other student affairs professionals who support college students! Be sure to register today! https://t.co/Fjle7zJ6uY']"
3'21,dean,8,"['Anna Gonzalez, vice president for student affairs and dean of students, will end her time with @HarveyMudd College by the end of the 2020-21 academic year, HMC President Maria Klawe announced in an email to students March 19.', 'Our 7th dean was @mariaklawe, who led a visionary strategic planning process that planted the seeds for three major new interdisciplinary centers. A computer scientist, she helped broaden inclusion in that field and across engineering. She is now president of @harveymudd https://t.co/TOsYIolFZW', '""We could not be more pleased to have attracted a talented leader like Anna.""\n\nWashU is excited to welcome Anna Gonzalez, vice president for student affairs and dean of students at Harvey Mudd College, as our new vice chancellor for student affairs. https://t.co/V0wkZIkg8Z', 'Welcome, Dr. G! Anna Gonzalez, vice president for student affairs and dean of students at Harvey Mudd College, has been appointed vice chancellor for student affairs at Washington University, effective July 1. https://t.co/WULx7m4Bed', 'Vatche Sahakian, professor of physics, and Thomas Helliwell, professor and dean emeritus, are co-authors of the book “Modern Classical Mechanics” published by @CambridgeUP. https://t.co/4wd53ywztW https://t.co/tiN9PO1JYo']"
3'21,program,8,"['@Google @Yahoo @atari @NASA @WOCstarFund @IBM @harveymudd @Microsoft @AnitaB_org @systers_org Computer Scientist Margaret Hamilton is likely the reason that the iconic Apollo 11 landed safely on the moon. She programmed the software on the computer to recognize when it was overloaded, and which tasks to prioritize. #WomeninTech #WHMinspire #WHM https://t.co/cNx8rjrIvt', 'The student-run 5C Science Bus of The Claremont Colleges hosts Science Day on March 27 &amp; will continue its Friday programming for 4th–6th graders in April. Topics are Deep Sea, Animal Evolution, Optical Illusions, and the 5 Senses. Info here: https://t.co/ZiMKihZmbE https://t.co/bMOByIk03Z', ""@Google @Yahoo @atari @NASA @WOCstarFund @IBM @harveymudd @Microsoft @AnitaB_org @systers_org Jeanette Scissum was the first African American mathematician to be employed with @NASA's Marshall Space Flight Center. While employed there, she wrote a computer program to predict where the Apollo lunar module would land. #coding #WomenInScience #WomensHistoryMonth https://t.co/efFNBaTzWH"", '@dhaval_kotecha @hhhypergrowth @fiducia_invest @FintwitSummit It was 1992, so that seemed stupid. So I went to the library and checked out all the Inside Macintosh books. Didn’t sleep for 5 days. Built a full WYSIWYG CAD program. It was Christened “Toilet CAD” and passed around NESCAC, MIT, and Harvey Mudd schools for a bit as a joke. 6/', 'Park League of Legends makes program history by winning their first ever round in the CLOL Teemo Cup! \nPark moves forward to Round 2 in the CLOL Teemo Cup after a 2-1 victory over Harvey Mudd College.\nCatch them same time, same place next week to see if we can continue the wins! https://t.co/dpYq7OO1cb', '@hagmonk The 1997 winners were Harvey Mudd College and that was one reason I went to Pomona, which shared the CS program with them.\n\nIt is a bit of a silly competition though.', '@MarKruszczynski @BeschlossDC Get to know us! Top undergrad engineering program (@usnews), No. 1 college for ROI:  https://t.co/YFXzstRSo1', '@johnwilander Harvey Mudd is the program I’ve heard of. I wish I’d gone to school there!', ""@timo__tech @PrasoonPratham lots of prior experience, all of the free time in the world (ie money so you didn't have to work), or both. On top of that, the schools were dealing with toxic men. Schools like Stanford and Harvey Mudd finally decided to try to fix this broken AF program.""]"
3'21,women,8,"['@Google @Yahoo @atari @NASA @WOCstarFund @IBM @harveymudd @Microsoft Although Anita Borg is best known for her work as a computer scientist, it should be noted that she also founded The Institute for Women and Technology (now @AnitaB_org), The Grace Hopper Celebration of Women in Computing and @systers_org to advocate for technical women. #whm https://t.co/JjtIEobzvs', '@Google @Yahoo @atari @NASA @WOCstarFund @IBM Maria Klawe began her career as a computer scientist, then went on to become president of @harveymudd &amp; a member of the board of directors at @Microsoft. She uses her position of power to advocate for #WomenInSTEM and works tirelessly to increase the number of women in her field https://t.co/SMB8BfJXLo', ""Today's #WomensHistoryMonth spotlight is @MariaKlawe, @UAlberta math PhD, #computerscientist, #womeninSTEM advocate &amp; current president of @harveymudd. Dr. #MariaKlawe previously worked @IBM Research &amp; was Dean @UBC &amp; @Princeton. Learn more about Dr. Klawe https://t.co/epTE4Y5h76 https://t.co/W3nXhDpOsh"", ""Jennie Rhine '61, the first and only woman in the Class of 1961, is a pioneer who paved the way for women at Harvey Mudd. We think she'd be proud of the College's progress; women now represent 50% of the student body. Read her story: https://t.co/MzEW9qABIo #WomensHistoryMonth https://t.co/qmWfdRHD1H"", ""We're joining organizations around the world to highlight key women during #WomensHistoryMonth. Mildred Mudd, HMC co-founder &amp; first board chair, helped give the College a strong start: an excellent faculty and student body, and crucial nationwide recognition and support. https://t.co/etyjo1cGZ1""]"
3'21,intel,8,"['@honam @harveymudd Again, I may have misunderstood the intent of your statement, I may be being too nitpicky, and I understand the greatness of his intel investment, but I think Arthur\'s contributions to society, and as an investor, are far too grand to be summed up as ""30 year Intel Director""']"
3'21,asia,7,"['save the date 3   asia upcoming talks next month    4 1 root  amp  branch w dr  maxine burkett  4 13 after life  we survive  w dr  the quiray tagle  4 22 pro poor development in se asia w dr  william ascher              ', 'join us for the 2nd talk in our   asia   environmentaljustice speaker series  dr  maxine burkett will speak on climate migration and racial justice thursday 4 1 at 4pm  zoom                 ', 'thank you to all of our   asia alumni fellows from   who spoke at the panel last week  in case you missed the alumni forum  check out the recording here              ', 'join dr  jeannie shinozuka as she explores racialized plant and insect immigrants in hawaii and philadelphia  zoom    3 14     asia  environmentaljustice speaker series               ', 'interested in applying to become an envirolab asia student fellow    join us for the forum next week when   asia alumni   16  from               share their experiences   ']"
3'21,vice,7,"['Anna Gonzalez, vice president for student affairs and dean of students, will end her time with @HarveyMudd College by the end of the 2020-21 academic year, HMC President Maria Klawe announced in an email to students March 19.', '""We could not be more pleased to have attracted a talented leader like Anna.""\n\nWashU is excited to welcome Anna Gonzalez, vice president for student affairs and dean of students at Harvey Mudd College, as our new vice chancellor for student affairs. https://t.co/V0wkZIkg8Z', 'Welcome, Dr. G! Anna Gonzalez, vice president for student affairs and dean of students at Harvey Mudd College, has been appointed vice chancellor for student affairs at Washington University, effective July 1. https://t.co/WULx7m4Bed', ""Celebrating their impact &amp; service: ophthalmologist Susan Lewallen '76; LanzaTech CEO Jennifer Holmgren '81; Airbus VP Amanda Simpson '83; Warner Bros CTO Vicky Colf '95; biostatistician Paula Diehr '63; educator Jennifer Switkes '94; chemist Ann McDermott '81 #WomensHistoryMonth https://t.co/ku20ghUK4D"", '@honam @harveymudd Personally, I believe his impacts on Singleton (greatest capital allocator, all those he influenced, and gov service) and Jobs (greatest technologist, all those he influenced), as well as his role in creating Fairchild Semi far outweigh his legacy of being an Intel Director']"
3'21,year,7,"['Anna Gonzalez, vice president for student affairs and dean of students, will end her time with @HarveyMudd College by the end of the 2020-21 academic year, HMC President Maria Klawe announced in an email to students March 19.', 'Read the @HMCAdmission blog to find out how @hmc_dsa turned this year’s sophomore retreat into a virtual great time. https://t.co/1PDLp6Wk7A https://t.co/RKYYmGGFO1', '@Roguelazer @harveymudd On Zoom?\n\nAs for when students are around… I have no idea. Although I saw them in the hallways at least once in the last three or four years when I was randomly working late at night.', '@harveymudd Problem for HS students - first session overlaps too much with the HS Academic year, and 2nd Session has fewer courses offered :(', '@Oceanit Maria Klawe is inspiring to me as a woman in computer science. She is president of Harvey Mudd College. After she became president diversity in race and gender increased in the college. I was lucky enough to meet her on a zoom call this year!', 'Watching video my son made about his Robotics team. Naming rights fall to the seniors, and as team captain, the final choice was his. Hearing they named this year’s robot Iris after @harveymudd’s own centenarian Iris Critchell just brought tears to my eyes. #thekidsarealright', ""@honam @harveymudd I do understand where you're coming from though -- this is an excerpt from a 2006 oral history of Dick Kramlich, one of Arthur's former partners\n\n*Maybe relevant note: Dick joined Arthur in his later years so didn't see him in his early years https://t.co/BTxL5tNS1s"", '@honam @harveymudd Again, I may have misunderstood the intent of your statement, I may be being too nitpicky, and I understand the greatness of his intel investment, but I think Arthur\'s contributions to society, and as an investor, are far too grand to be summed up as ""30 year Intel Director""', 'Harvey Mudd physics professor Brian Shuve has been named a 2021 Cottrell Scholar, an award given each year to 25 outstanding teacher-scholars in chemistry, physics and astronomy by @RCSA1 Research Corporation for Science Advancement. https://t.co/N3OGSuA16u', 'Great news for students seeking help with STEM homework! @askHMC  (1.877.827.5462) has been serving elementary through high school students for 11 years. Special thanks to partner @RoseHulman, who continues to provide support and guidance. https://t.co/tyu2fAp7CJ']"
3'21,march,7,"['anna gonzalez  vice president for student affairs and dean of students  will end her time with   college by the end of the 2020 21 academic year  hmc president maria klawe announced in an email to students march 19 ', 'we re observing c sar ch vez day today in honor of the american labor leader  community organizer and latino american civil rights activist s birthday  march 31   read about ch vez and his work in this article from a 2020 issue of       ', 'march 29 5pm pdt  president    moderates discussion among experts in education    science    tech  amp  and environmental sustainability  ignacia moreno   learn how policy and justice work intersect  register     ', 'the student run 5c science bus of the claremont colleges hosts science day on march 27  amp  will continue its friday programming for 4th 6th graders in april  topics are deep sea  animal evolution  optical illusions  and the 5 senses  info here     ', 'the claremont colleges    claremont mckenna  harvey mudd  pitzer  pomona  and scripps colleges  known as the 5cs  will be hosting a panel with current students saturday  march 20  2021 from 10 11 am  learn more about life at the 5cs and register here     ', 'let s celebrate  awm50  next friday march 19 at 4 00pm   talithiaw from   will give the next wespeak  inspiring women in math lecture   power in numbers  unveiling hidden figures  register here       ', 'virtual  free  weekly science sessions for 4th 6th graders  first session on climate change  friday  march 5   3pm  science bus is a volunteer  student run club of the claremont colleges  register     ']"
3'21,went,7,"['@thecollegespy @harveymudd Some things have probably changed since my dad went there, but the culture seems to have stayed pretty consistent! If the student has been admitted, they should join the massive 5c group chat we have to talk to others in the same situation to help determine if they want to go :))', '@dhaval_kotecha @hhhypergrowth @fiducia_invest @FintwitSummit It was 1992, so that seemed stupid. So I went to the library and checked out all the Inside Macintosh books. Didn’t sleep for 5 days. Built a full WYSIWYG CAD program. It was Christened “Toilet CAD” and passed around NESCAC, MIT, and Harvey Mudd schools for a bit as a joke. 6/', '@Google @Yahoo @atari @NASA @WOCstarFund @IBM Maria Klawe began her career as a computer scientist, then went on to become president of @harveymudd &amp; a member of the board of directors at @Microsoft. She uses her position of power to advocate for #WomenInSTEM and works tirelessly to increase the number of women in her field https://t.co/SMB8BfJXLo', '@hagmonk The 1997 winners were Harvey Mudd College and that was one reason I went to Pomona, which shared the CS program with them.\n\nIt is a bit of a silly competition though.', 'Every Anime Girl went to Harvey Mudd College', '@Mark_Dubs I went to Pomona, and every guy at neighboring Harvey Mudd rode a unicycle. They were legion.', 'Every Anime Girl went to Harvey Mudd College']"
3'21,paper,7,"['@MatinaDonaldson @TedPavlic @Elva_Robinson @harveymudd Yes, that Insect Soc paper is a piece about thermal regulation and tolerance in obligately subterranean bivouacking L. praedator. We also did a much larger study of different types of E. burchellii bivouac thermoregulation across elevations &amp; brood types: https://t.co/ZjjT4ovezB', '@TedPavlic @Elva_Robinson @harveymudd @Kaitlin_Baudier are you thinking of this paper in particular or are there others? https://t.co/TeDkehd0Lv', ""@MatinaDonaldson @Elva_Robinson @harveymudd Follow up: Fletcher may be very interested in @Kaitlin_Baudier's papers on how army-ant bivouacs maintain temperature both through moving the bivouacs to different locations and (potentially) changing organization within the structure. Game changes even you build out of yourself."", 'Three #SIGCSE2021 papers on integrating CS in other subjects that wowed me: The retrospective paper on @Bootstrapworld Algebra, the Biology+CS paper from Harvey-Mudd, and the Action Fractions paper. This worksheet is so cool — fractions+code integrated. https://t.co/HYD9weT5ra https://t.co/1cucg0oJVm', 'HMC engineering students won second place at the 2021 Institute of Industrial and Systems Engineers (IISE) Western Regional Conference for the technical paper they wrote about supply chain optimization. https://t.co/coeNCvuBVC https://t.co/s7DydFxxH7', ""On 18 Mar @ 5.15pm, our colleagues @CREMSYork are hosting another one of their seminar series. This time, Ambereen Dadabhoy (Harvey Mudd College, California) will give a paper on 'Routing Race through the Eastern Mediterranean'. Please check their profile for more info 😊"", '@scottEmovienerd I worked at a newspaper in Claremont and was going to interview him when he came to deliver the commencement address at Harvey Mudd College. Found out he’d died when I called to confirm our sit down.', 'Just constantly bungling my way into $10k speaking fees for the rest of my life at like the Conference For Thinking Stridently because I wrote one blog about how the student newspaper editor at Harvey Mudd College has a Palestinian aura.']"
3'21,great,7,"['F1-B was turned down by Harvey Mudd. Sadness.  But Reed is a truly great school.', 'Read the @HMCAdmission blog to find out how @hmc_dsa turned this year’s sophomore retreat into a virtual great time. https://t.co/1PDLp6Wk7A https://t.co/RKYYmGGFO1', 'SCCSAD Communications Committee members Danny Ledezma (Harvey Mudd) and Mary Anne Rose (CSULB) want you to know that this conference is a great way to connect with other student affairs professionals who support college students! Be sure to register today! https://t.co/Fjle7zJ6uY', '@tim1724 @harveymudd Those were always a great backdrop when bagging my head against a 70 assignment or grading 5. It still makes me that I do 70, 105, and networks for a living now.', ""Harvey Mudd College's engineering department is hiring a visiting professor to teach some of our hands-on introductory and electrical engineering courses.  I can testify that it's a great team! Apply and/or forward appropriately. https://t.co/NWROc1Cyzv"", '@honam @harveymudd Again, I may have misunderstood the intent of your statement, I may be being too nitpicky, and I understand the greatness of his intel investment, but I think Arthur\'s contributions to society, and as an investor, are far too grand to be summed up as ""30 year Intel Director""', '@honam @harveymudd Personally, I believe his impacts on Singleton (greatest capital allocator, all those he influenced, and gov service) and Jobs (greatest technologist, all those he influenced), as well as his role in creating Fairchild Semi far outweigh his legacy of being an Intel Director']"
3'21,next,6,"['SAVE THE DATE\n3 @EnviroLab_Asia upcoming talks next month! \n\n4/1 Root &amp; Branch w/Dr. Maxine Burkett \n4/13 After Life (We Survive) w/Dr. The Quiray Tagle \n4/22 Pro-Poor Development in SE Asia w/Dr. William Ascher \n\n@CMCnews @pomonacollege @scrippscollege @pitzercollege @harveymudd https://t.co/tMVQI4dySr', 'Park League of Legends makes program history by winning their first ever round in the CLOL Teemo Cup! \nPark moves forward to Round 2 in the CLOL Teemo Cup after a 2-1 victory over Harvey Mudd College.\nCatch them same time, same place next week to see if we can continue the wins! https://t.co/dpYq7OO1cb', 'Look at Opportunity Not Rankings when selecting the campuses you will apply to - What campuses do we consistently see students find opportunity? Wellesley (MA), Princeton (MA) &amp; Southern Methodist Univ (TX) lead our list. Olin (MA) Scripps (CA), Harvey Mudd (CA), MIT ( MA) next👍🏽', ""Let's celebrate #AWM50! Next Friday March 19 at 4:00pm @Dr_TalithiaW from @harveymudd will give the next WeSpeak: Inspiring Women in Math lecture: “Power in Numbers: Unveiling Hidden Figures” Register here: https://t.co/PPrrZ2gx1R @AWMmath https://t.co/o8DVKrjdw4"", ""Interested in applying to become an EnviroLab Asia student fellow?\n \nJoin us for the forum next week when\n@EnviroLab_Asia alumni ('16) from @CMCnews, @harveymudd, @pitzercollege, @pomonacollege, @scrippscollege share their experiences! https://t.co/cDYM8xLW0J""]"
3'21,life,6,"['Any @harveymudd grads out there who can comment on student life and the school’s culture? I have a student trying to figure out if it’s a good fit and I haven’t visited the campus yet.', 'The Claremont Colleges -- Claremont McKenna, Harvey Mudd, Pitzer, Pomona, and Scripps Colleges--known as the 5Cs--will be hosting a panel with current students Saturday, March 20, 2021 from 10-11 am. Learn more about life at the 5Cs and register here: https://t.co/hiOqVJqmQK https://t.co/Qnlw7gDMfG', '🙏God bless Roger Mudd NEWS Broadcaster extraordinaire\n\nARREST ALL FOX PhonyNEWS broadcasters &amp; sentence them to watch 6 hrs/day for life of TRUE BROADCASTING genuises like Roger  Walter Cronkite\nHarry Reasoner\nWalter Winchell\nHugh Downs\nDavid Brinkley\nChet Huntley,\nPaul Harvey https://t.co/XQTdKaj8lQ', '""Being able to experience math &amp; some of the power &amp; joy that comes thru thinking mathematically can enrich your life even in the most difficult circumstances."" Thx to @mathyawp Watch interview https://t.co/p89mVaDfMk or https://t.co/6sImY0nn34 @hlsabnani @harveymudd #iteachmath https://t.co/IKwh1Vrd0k', 'Just constantly bungling my way into $10k speaking fees for the rest of my life at like the Conference For Thinking Stridently because I wrote one blog about how the student newspaper editor at Harvey Mudd College has a Palestinian aura.']"
3'21,join,6,"['@aco_oswald @harveymudd But the student can only join if already admitted? He’s a junior so he is deciding where to apply.', '@thecollegespy @harveymudd Some things have probably changed since my dad went there, but the culture seems to have stayed pretty consistent! If the student has been admitted, they should join the massive 5c group chat we have to talk to others in the same situation to help determine if they want to go :))', 'I will miss our wonderful community at Harvey mudd college and at the same time excited to join the WashU community   https://t.co/U8GNwwG4Fx', ""@honam @harveymudd I do understand where you're coming from though -- this is an excerpt from a 2006 oral history of Dick Kramlich, one of Arthur's former partners\n\n*Maybe relevant note: Dick joined Arthur in his later years so didn't see him in his early years https://t.co/BTxL5tNS1s"", ""We're joining organizations around the world to highlight key women during #WomensHistoryMonth. Mildred Mudd, HMC co-founder &amp; first board chair, helped give the College a strong start: an excellent faculty and student body, and crucial nationwide recognition and support. https://t.co/etyjo1cGZ1""]"
3'21,talk,6,"['SAVE THE DATE\n3 @EnviroLab_Asia upcoming talks next month! \n\n4/1 Root &amp; Branch w/Dr. Maxine Burkett \n4/13 After Life (We Survive) w/Dr. The Quiray Tagle \n4/22 Pro-Poor Development in SE Asia w/Dr. William Ascher \n\n@CMCnews @pomonacollege @scrippscollege @pitzercollege @harveymudd https://t.co/tMVQI4dySr', 'Join us for the 2nd talk in our @EnviroLab_Asia  #EnvironmentalJustice Speaker Series! Dr. Maxine Burkett will speak on climate migration and racial justice Thursday 4/1 at 4pm. Zoom: https://t.co/emkT3fJ6Zl \n\n@CMCnew @pomonacollege @scrippscollege @pitzercollege @harveymudd https://t.co/hKl73iqQqb', '@thecollegespy @harveymudd Some things have probably changed since my dad went there, but the culture seems to have stayed pretty consistent! If the student has been admitted, they should join the massive 5c group chat we have to talk to others in the same situation to help determine if they want to go :))', ""Dr. Talithia Williams of Harvey Mudd College speaks on the key points of her talk on people owning their body's data.\n\nhttps://t.co/NB4ujpq0zE\n\n#InternationalWomensDay @Dr_TalithiaW @harveymudd @novapbs @SoniaTagare @theCUBE #WiDS2020 #theCUBE #HarveyMudd #WomeninTech https://t.co/40cNlaDSFl"", ""Dr. Talithia Williams of Harvey Mudd College speaks on the key points of her talk on people owning their body's data. @Dr_TalithiaW @harveymudd @novapbs @SoniaTagare @theCUBE https://t.co/4Pu7zLH5ZW #WiDS2020 #theCUBE #HarveyMudd #EnterpriseTech #WomeninTech"", '""#ControVersus helps people talk about politics without creating an emotionally charged environment, to talk current events in a way that is divorced from trying to convince someone of a point of view.” thanks for the feature, @harveymudd @HMCAlumni  https://t.co/uYvw2Fa9Le']"
3'21,school,6,"['Any @harveymudd grads out there who can comment on student life and the school’s culture? I have a student trying to figure out if it’s a good fit and I haven’t visited the campus yet.', 'MUDD SUMMER SESSION: The College will offer three- and six-week courses May 24–July 23. Follow the link for information about courses, financial aid and more. #summerschool #STEM #onlinelearning https://t.co/h7VXGcKGzA https://t.co/ozk3wtvzyT', 'Harvey Mudd College has landed on another list of schools providing the best value for one’s education dollar. Technology company SmartAsset ranked Harvey Mudd fourth nationwide in its 2021 Best Value College study and third in the state of California.\n\nhttps://t.co/HfUWhycyrY https://t.co/ocZPl0O1Dk', '@dhaval_kotecha @hhhypergrowth @fiducia_invest @FintwitSummit It was 1992, so that seemed stupid. So I went to the library and checked out all the Inside Macintosh books. Didn’t sleep for 5 days. Built a full WYSIWYG CAD program. It was Christened “Toilet CAD” and passed around NESCAC, MIT, and Harvey Mudd schools for a bit as a joke. 6/', 'Back when I was in high school, Harvey Mudd had a jokey thing in their literature about how people would think you said Harvard Med. https://t.co/Od5DCpvd1z', 'F1-B was turned down by Harvey Mudd. Sadness.  But Reed is a truly great school.', 'MUDD SUMMER SESSION: The College will offer three- and six-week courses May 24–July 23. Follow the link for information about courses, financial aid and more. #summerschool #STEM #onlinelearning https://t.co/h7VXGcKGzA https://t.co/ajO37gLNLg', '@paulg If MIT, CalTech, Harvey Mudd show these results then meaningful otherwise not really. That old boys’ network from school through college to banking and law thing is passe', '@johnwilander Harvey Mudd is the program I’ve heard of. I wish I’d gone to school there!', ""@timo__tech @PrasoonPratham lots of prior experience, all of the free time in the world (ie money so you didn't have to work), or both. On top of that, the schools were dealing with toxic men. Schools like Stanford and Harvey Mudd finally decided to try to fix this broken AF program."", 'Great news for students seeking help with STEM homework! @askHMC  (1.877.827.5462) has been serving elementary through high school students for 11 years. Special thanks to partner @RoseHulman, who continues to provide support and guidance. https://t.co/tyu2fAp7CJ']"
3'21,session,6,"['What motivates students to participate in optional #LeadershipDevelopment sessions at @harveymudd?\n\nSpecial access to individualized mentorship, dinner with the university president, and other networking opportunities. \n\n#NASPA21', 'Check out this virtual info session featuring a panel of students from the Claremont Colleges (Claremont McKenna, Harvey Mudd, Pitzer, Pomona, and Scripps) who are eager to answer questions &amp; share about the student experience. Register at https://t.co/JwgwbQWqLc', '@harveymudd Problem for HS students - first session overlaps too much with the HS Academic year, and 2nd Session has fewer courses offered :(', 'Virtual, free, weekly science sessions for 4th-6th graders! First session on Climate Change– Friday, March 5 @ 3PM. Science Bus is a volunteer, student-run club of The Claremont Colleges. Register: https://t.co/9cTcSE257o https://t.co/WOUgfWyVHK']"
3'21,courses,6,"['MUDD SUMMER SESSION: The College will offer three- and six-week courses May 24–July 23. Follow the link for information about courses, financial aid and more. #summerschool #STEM #onlinelearning https://t.co/h7VXGcKGzA https://t.co/ozk3wtvzyT', '@harveymudd Problem for HS students - first session overlaps too much with the HS Academic year, and 2nd Session has fewer courses offered :(', 'MUDD SUMMER SESSION: The College will offer three- and six-week courses May 24–July 23. Follow the link for information about courses, financial aid and more. #summerschool #STEM #onlinelearning https://t.co/h7VXGcKGzA https://t.co/ajO37gLNLg', ""Harvey Mudd College's engineering department is hiring a visiting professor to teach some of our hands-on introductory and electrical engineering courses.  I can testify that it's a great team! Apply and/or forward appropriately. https://t.co/NWROc1Cyzv""]"
3'21,people,6,"['Back when I was in high school, Harvey Mudd had a jokey thing in their literature about how people would think you said Harvard Med. https://t.co/Od5DCpvd1z', '@BeschlossDC Any relation to Harvey Mudd College?\nAn gem of an institution that is regrettably virtually unknown to most people east of the Rocky Mountains.', ""Dr. Talithia Williams of Harvey Mudd College speaks on the key points of her talk on people owning their body's data.\n\nhttps://t.co/NB4ujpq0zE\n\n#InternationalWomensDay @Dr_TalithiaW @harveymudd @novapbs @SoniaTagare @theCUBE #WiDS2020 #theCUBE #HarveyMudd #WomeninTech https://t.co/40cNlaDSFl"", ""Dr. Talithia Williams of Harvey Mudd College speaks on the key points of her talk on people owning their body's data. @Dr_TalithiaW @harveymudd @novapbs @SoniaTagare @theCUBE https://t.co/4Pu7zLH5ZW #WiDS2020 #theCUBE #HarveyMudd #EnterpriseTech #WomeninTech"", ""@honam @harveymudd To be clear -- I was not saying DK's view of him is correct. It was an illustration that I understand some people view Arthur's legacy as solely being tied to Intel, whereas I believe it is his ability to build companies and mentor executives"", '""#ControVersus helps people talk about politics without creating an emotionally charged environment, to talk current events in a way that is divorced from trying to convince someone of a point of view.” thanks for the feature, @harveymudd @HMCAlumni  https://t.co/uYvw2Fa9Le']"
3'21,klawe,5,"['Our 7th dean was @mariaklawe, who led a visionary strategic planning process that planted the seeds for three major new interdisciplinary centers. A computer scientist, she helped broaden inclusion in that field and across engineering. She is now president of @harveymudd https://t.co/TOsYIolFZW']"
3'21,anna,5,"['anna gonzalez  vice president for student affairs and dean of students  will end her time with   college by the end of the 2020 21 academic year  hmc president maria klawe announced in an email to students march 19 ', 'hmc will offer in person summer research opportunities  more details in this message from vice president for student affairs and dean of students anna gonzalez and vice president for academic affairs and dean of the faculty lisa sullivan     ', ' we could not be more pleased to have attracted a talented leader like anna    washu is excited to welcome anna gonzalez  vice president for student affairs and dean of students at harvey mudd college  as our new vice chancellor for student affairs   ', 'welcome  dr  g  anna gonzalez  vice president for student affairs and dean of students at harvey mudd college  has been appointed vice chancellor for student affairs at washington university  effective july 1   ']"
3'21,robinson,5,"['      robinson   soare et al   2011  found that low elev bivouacs use site selection to cool too    however  the types of spots our arid region specialized sub spp   e  burchellii parvispinum  chose were pretty different from the rest of e  burchellii ', '      robinson   we still have work to do in order to figure out how e  burchellii bivouacs can go from warming virtually none at all to  gt  10c  however  we found that site choice is key to adaptively cooling bivouacs  in nw cr  low elev bivouac spots were more often underground than at high elev ', '      robinson   yes  that insect soc paper is a piece about thermal regulation and tolerance in obligately subterranean bivouacking l  praedator  we also did a much larger study of different types of e  burchellii bivouac thermoregulation across elevations  amp  brood types   ', '    robinson     baudier are you thinking of this paper in particular or are there others   ', '    robinson   follow up  fletcher may be very interested in   baudier s papers on how army ant bivouacs maintain temperature both through moving the bivouacs to different locations and  potentially  changing organization within the structure  game changes even you build out of yourself ']"
